station,lat,lon,elev_m,grav_mean,grav_dc,grav_rel,FAC,FAA,instrument,n,grav_std,datetime_mid,easting,northing,station_m,elevation_m,gravity_tied_mgal,free_air_correction_mgal,reference_elevation_m,obs_height_used_m,harmonica_gz_mgal,gravity_free_air_only_mgal,harmonica_gz_relative_mgal,corrected_add_rel_mgal,corrected_subtract_rel_mgal,gravity_harmonica_lidar_corrected_mgal,dem_x,dem_y,dem_x_fixed_line,dem_y_fixed_line,dem_elevation_m_raw_fixed_line,dem_elevation_m_fixed,gps_minus_dem_fixed_m,elevation_m_original,elevation_m_fixed_dem,height_above_reference_m,bouguer_correction_mgal,gravity_simple_bouguer_corrected_mgal,elev_m_original
18.0,40.4788,-106.8355,2110.5718,3705.4037,3892.1616,0.3594,0.19438185,651.6979,40353,3,0.0025,2026-05-27 12:53:16.666666,344417.93971805216,4482519.5518337395,18.0,2110.5718,0.3594,0.19438185,2110.795996875,2110.8218,-1.574407906323004,0.55378185,-0.0648642540237625,0.4889175959762375,0.6186461040237625,0.6186461040237625,2628495.80798566,1420064.8401613522,2628479.037590554,1420072.90015263,2123.135,2110.5718,0.0522226562497962,2110.624,2110.5718,0.6298828,0.07051733,0.4832645166158675,2110.5718
19.0,40.4788,-106.8355,2110.5383,3705.4347,3892.1945,0.3923,0.18406002,651.5621,40353,3,0.0025,2026-05-27 12:58:34.666666,344417.93971805216,4482519.5518337395,19.0,2110.5383,0.3923,0.18406002,2110.795996875,2110.7883,-1.5792169641976896,0.57636002,-0.06967331189844805,0.5066867081015519,0.646033331898448,0.646033331898448,2628495.80798566,1420064.8401613522,2628478.083369885,1420075.5169885503,2123.1016,2110.5383,-0.4613300781247744,2110.077,2110.5383,0.59643555,0.06677281,0.5095872111201286,2110.5383
20.0,40.4788,-106.8355,2110.488,3705.4313,3892.1931,0.3909,0.1685396,651.6236,40353,3,0.0006,2026-05-27 13:03:45.666666,344417.93971805216,4482519.5518337395,20.0,2110.488,0.3909,0.1685396,2110.795996875,2110.738,-1.577763129547477,0.5594396,-0.0682194772482354,0.49122012275176463,0.6276590772482354,0.6276590772482354,2628495.80798566,1420064.8401613522,2628477.129149216,1420078.1338244712,2123.0513,2110.488,-0.2070371093750509,2110.281,2110.488,0.5461426,0.061142355,0.4982972433805466,2110.488
21.0,40.4788,-106.8355,2110.4102,3705.4623,3892.2258,0.4237,0.14450558,651.6987,40353,3,0.0006,2026-05-27 13:08:30.666666,344417.93971805216,4482519.5518337395,21.0,2110.4102,0.4237,0.14450558,2110.795996875,2110.6602,-1.5755178976044188,0.56820558,-0.06597424530517726,0.5022313346948227,0.6341798253051772,0.6341798253051772,2628495.80798566,1420064.8401613522,2628476.174928548,1420080.7506603915,2122.9734,2110.4102,0.00784375000012,2110.418,2110.4102,0.46826172,0.05242335,0.5157822247862816,2110.4102
22.0,40.4789,-106.8355,2110.358,3705.4763,3892.2413,0.4391,0.12838243,651.5536,40353,3,0.0021,2026-05-27 13:12:28.666666,344418.17066217173,4482530.652667736,22.0,2110.358,0.4391,0.12838243,2110.795996875,2110.608,-1.4654305930748326,0.56748243,0.044113059224409,0.611595489224409,0.523369370775591,0.523369370775591,2628496.3566294103,1420101.2663816072,2628475.220707879,1420083.367496312,2122.9211,2110.358,-0.4599101562498617,2109.898,2110.358,0.41601562,0.04657424,0.520908190792799,2110.358
23.0,40.4789,-106.8355,2110.3242,3705.5073,3892.2739,0.4717,0.117985256,651.5884,40353,3,0.0025,2026-05-27 13:16:51.666666,344418.17066217173,4482530.652667736,23.0,2110.3242,0.4717,0.117985256,2110.795996875,2110.5742,-1.4644057609319014,0.589685256,0.045137891367340144,0.6348231473673401,0.5445473646326598,0.5445473646326598,2628496.3566294103,1420101.2663816072,2628474.26648721,1420085.9843322327,2122.8875,2110.3242,-0.4192187499997999,2109.905,2110.3242,0.38232422,0.042802382,0.5468828737556934,2110.3242
24.0,40.4789,-106.8355,2110.2832,3705.5127,3892.2813,0.4791,0.10532784,651.6229,40353,3,0.0029,2026-05-27 13:22:18.666666,344418.17066217173,4482530.652667736,24.0,2110.2832,0.4791,0.10532784,2110.795996875,2110.5332,-1.4631639749223142,0.58442784,0.046379677376927386,0.6308075173769274,0.5380481626230726,0.5380481626230726,2628496.3566294103,1420101.2663816072,2628473.312266541,1420088.601168153,2122.8464,2110.2832,-0.2902031250000618,2109.993,2110.2832,0.3413086,0.038210556,0.5462172812581063,2110.2832
25.0,40.4789,-106.8355,2110.2393,3705.5257,3892.2962,0.494,0.09176631,651.7233,40353,3,0.0047,2026-05-27 13:27:32.666666,344418.17066217173,4482530.652667736,25.0,2110.2393,0.494,0.09176631,2110.795996875,2110.4893,-1.4618359988144527,0.58576631,0.04770765348478889,0.6334739634847889,0.5380586565152111,0.5380586565152111,2628496.3566294103,1420101.2663816072,2628472.3580458723,1420091.218004074,2122.8025,2110.2393,0.0307421874999818,2110.27,2110.2393,0.29736328,0.03329074,0.5524755726158619,2110.2393
26.0,40.4789,-106.8355,2110.143,3705.543,3892.3153,0.5131,0.062081642,651.7033,40353,3,0.0069,2026-05-27 13:32:25.666666,344418.17066217173,4482530.652667736,26.0,2110.143,0.5131,0.062081642,2110.795996875,2110.393,-1.4589288668455287,0.575181642,0.050614785453712896,0.6257964274537129,0.5245668565462871,0.5245668565462871,2628496.3566294103,1420101.2663816072,2628471.4038252034,1420093.8348399946,2122.7063,2110.143,-6.640624997089617e-05,2110.143,2110.143,0.20117188,0.022521816,0.5526598262548447,2110.143
27.0,40.4789,-106.8355,2110.071,3705.549,3892.3239,0.5217,0.03985581,651.7686,40353,3,0.001,2026-05-27 13:39:23.666666,344418.17066217173,4482530.652667736,27.0,2110.071,0.5217,0.03985581,2110.795996875,2110.321,-1.456760637537409,0.5615558100000001,0.05278301476183267,0.6143388247618328,0.5087727952381674,0.5087727952381674,2628496.3566294103,1420101.2663816072,2628470.449604535,1420096.451675915,2122.6343,2110.071,0.2559550781252255,2110.327,2110.071,0.12915039,0.014458787,0.5470970250487328,2110.071
28.0,40.4789,-106.8355,2109.9888,3705.5987,3892.3761,0.5739,0.014465625,651.6903,40353,3,0.0021,2026-05-27 13:46:18.666666,344418.17066217173,4482530.652667736,28.0,2109.9888,0.5739,0.014465625,2110.795996875,2110.2388,-1.4542908037081166,0.588365625,0.055252848591125,0.643618473591125,0.533112776408875,0.533112776408875,2628496.3566294103,1420101.2663816072,2628469.495383866,1420099.0685118355,2122.552,2109.9888,-0.0847695312500036,2109.904,2109.9888,0.046875,0.0052478015,0.5831178238555789,2109.9888
29.0,40.4789,-106.8356,2109.942,3705.6267,3892.4061,0.604,0.0,651.7083,40353,3,0.0136,2026-05-27 13:51:48.666666,344409.69393728493,4482530.829019284,29.0,2109.942,0.604,0.0,2110.795996875,2110.192,-1.5264312414468009,0.604,-0.01688758914755928,0.5871124108524407,0.6208875891475593,0.6208875891475593,2628468.5411631973,1420101.685347756,2628468.5411631973,1420101.685347756,2122.5051,2109.942,-0.0768945312502182,2109.865,2109.942,0.0,0.0,0.604,2109.942
