"CL"|No |"79600039"|"147323828"
"CL"|Yes|"79600033"|"147323816"
"CH"|No |"79600033"|"147323817"
"CL"|Yes|"79600034"|"147323818"
"CH"|No |"79600034"|"147323819"
"CL"|Yes|"79600035"|"147323820"
"CH"|No |"79600035"|"147323821"
"CL"|Yes|"79600036"|"147323822"
"CL"|Yes|"79600037"|"147323823"
"ML"|No |"79600037"|"147323824"
"SC"|Yes|"79600040"|"147323829"
"SC-SM"|No |"79600040"|"147323830"
"SC"|Yes|"79600043"|"147323835"
"CL"|No |"79600043"|"147323836"
"SC"|Yes|"79600041"|"147323831"
"CL"|No |"79600041"|"147323832"
"SC"|Yes|"79600042"|"147323833"
"SC-SM"|No |"79600042"|"147323834"
"CL"|Yes|"79600046"|"147323839"
"CL"|Yes|"79600044"|"147323837"
"CL"|Yes|"79600045"|"147323838"
"CL"|Yes|"79600047"|"147323840"
"CH"|Yes|"79600048"|"147323841"
"CL"|No |"79600048"|"147323842"
"CL"|Yes|"79600051"|"147323847"
"CL"|No |"79600049"|"147323844"
"CH"|Yes|"79600049"|"147323843"
"CH"|Yes|"79600050"|"147323845"
"CL"|No |"79600050"|"147323846"
"CL"|Yes|"79600052"|"147323848"
"CH"|No |"79600052"|"147323849"
"CL"|Yes|"79600053"|"147323850"
"CH"|No |"79600053"|"147323851"
"CH"|Yes|"79600059"|"147323861"
"CL"|No |"79600059"|"147323862"
"CH"|Yes|"79600060"|"147323863"
"CL"|No |"79600060"|"147323864"
"CL"|Yes|"79600054"|"147323852"
"CH"|No |"79600054"|"147323853"
"CL"|Yes|"79600055"|"147323854"
"CH"|No |"79600055"|"147323855"
"CL"|Yes|"79600056"|"147323856"
"CH"|No |"79600056"|"147323857"
"CL"|Yes|"79600057"|"147323858"
"CL"|Yes|"79600058"|"147323859"
"ML"|No |"79600058"|"147323860"
"SC"|Yes|"79600061"|"147323865"
"SC-SM"|No |"79600061"|"147323866"
"SC"|Yes|"79600062"|"147323867"
"CL"|No |"79600062"|"147323868"
"CL"|No |"79600064"|"147323872"
"SC"|Yes|"79600064"|"147323871"
"SC"|Yes|"79600063"|"147323869"
"SC-SM"|No |"79600063"|"147323870"
"CL"|Yes|"79600066"|"147323874"
"CL"|Yes|"79600067"|"147323875"
"CL"|Yes|"79600065"|"147323873"
"CL"|Yes|"79600068"|"147323876"
"MH"|No |"79600085"|"147323907"
"CL"|No |"79600085"|"147323908"
"ML"|Yes|"79600085"|"147323909"
"MH"|No |"79600086"|"147323910"
"CL"|No |"79600086"|"147323911"
"ML"|Yes|"79600086"|"147323912"
"CL"|Yes|"79600091"|"147323924"
"CH"|No |"79600091"|"147323925"
"MH"|No |"79600090"|"147323921"
"CL"|No |"79600090"|"147323922"
"ML"|Yes|"79600090"|"147323923"
"SC"|No |"79600087"|"147323913"
"SM"|No |"79600087"|"147323914"
"SC-SM"|Yes|"79600087"|"147323915"
"ML"|Yes|"79600084"|"147323905"
"CL"|No |"79600084"|"147323906"
"SC-SM"|Yes|"79600088"|"147323916"
"SC"|No |"79600088"|"147323917"
"SM"|No |"79600088"|"147323918"
"GP"|Yes|"79600089"|"147323919"
"GP-GC"|No |"79600089"|"147323920"
"SC"|Yes|"79600096"|"147323933"
"CL"|No |"79600096"|"147323934"
"CL"|Yes|"79600095"|"147323931"
"SC"|No |"79600095"|"147323932"
"CL"|No |"79600094"|"147323930"
"SC"|Yes|"79600094"|"147323929"
"CL"|Yes|"79600092"|"147323926"
"ML"|No |"79600092"|"147323927"
"CL"|Yes|"79600093"|"147323928"
"SC-SM"|Yes|"79600102"|"147323943"
"SC"|No |"79600102"|"147323944"
"SM"|No |"79600102"|"147323945"
"SC"|Yes|"79600098"|"147323935"
"SC-SM"|No |"79600098"|"147323936"
"SC"|Yes|"79600100"|"147323940"
"SC-SM"|No |"79600100"|"147323941"
"SC"|Yes|"79600099"|"147323937"
"SM"|No |"79600099"|"147323938"
"SC-SM"|No |"79600099"|"147323939"
"PT"|Yes|"79600101"|"147323942"
"CL"|Yes|"79600106"|"147323950"
"SC"|No |"79600106"|"147323951"
"CL"|Yes|"79600104"|"147323946"
"ML"|No |"79600104"|"147323947"
"CL"|Yes|"79600105"|"147323948"
"ML"|No |"79600105"|"147323949"
"CL"|Yes|"79600107"|"147323952"
"CH"|No |"79600107"|"147323953"
"CL"|Yes|"79600110"|"147323958"
"CL"|Yes|"79600108"|"147323954"
"ML"|No |"79600108"|"147323955"
"SC"|Yes|"79600111"|"147323959"
"SM"|No |"79600111"|"147323960"
"CL"|Yes|"79600109"|"147323956"
"CL-ML"|No |"79600109"|"147323957"
"SM"|Yes|"79600113"|"147323962"
"SM"|Yes|"79600114"|"147323963"
"SC"|Yes|"79600116"|"147323966"
"SM"|No |"79600116"|"147323967"
"SM"|Yes|"79600112"|"147323961"
"SC-SM"|Yes|"79600117"|"147323968"
"CL"|No |"79600117"|"147323969"
"SM"|No |"79600117"|"147323970"
"SC"|Yes|"79600115"|"147323964"
"SM"|No |"79600115"|"147323965"
"SC"|Yes|"79600119"|"147323971"
"SC-SM"|No |"79600119"|"147323972"
"SC"|No |"79600123"|"147323979"
"SM"|No |"79600123"|"147323980"
"SC-SM"|Yes|"79600123"|"147323981"
"SC"|Yes|"79600120"|"147323973"
"SM"|No |"79600120"|"147323974"
"SC-SM"|No |"79600120"|"147323975"
"SC"|Yes|"79600121"|"147323976"
"SC-SM"|No |"79600121"|"147323977"
"PT"|Yes|"79600122"|"147323978"
"SC"|Yes|"79600128"|"147323989"
"SM"|No |"79600128"|"147323990"
"CL-ML"|No |"79600126"|"147323987"
"CL"|Yes|"79600126"|"147323986"
"CL"|Yes|"79600127"|"147323988"
"CL"|Yes|"79600125"|"147323984"
"ML"|No |"79600125"|"147323985"
"CL"|Yes|"79600124"|"147323982"
"CH"|No |"79600124"|"147323983"
"SC"|Yes|"79600131"|"147323993"
"SM"|No |"79600131"|"147323994"
"SC-SM"|Yes|"79600132"|"147323995"
"SC"|No |"79600132"|"147323996"
"SM"|No |"79600132"|"147323997"
"SM"|Yes|"79600129"|"147323991"
"SM"|Yes|"79600130"|"147323992"
"CH"|Yes|"79600133"|"147323998"
"CL"|No |"79600133"|"147323999"
"CH"|Yes|"79600134"|"147324000"
"CL"|No |"79600134"|"147324001"
"CH"|Yes|"79600135"|"147324002"
"CL"|No |"79600135"|"147324003"
"CH"|Yes|"79600136"|"147324004"
"CL"|No |"79600136"|"147324005"
"CH"|Yes|"79600140"|"147324009"
"CL"|No |"79600140"|"147324010"
"CH"|Yes|"79600138"|"147324006"
"CL"|No |"79600138"|"147324007"
"CH"|Yes|"79600139"|"147324008"
"CH"|Yes|"79600141"|"147324011"
"CL"|No |"79600141"|"147324012"
"CL"|Yes|"79600142"|"147324013"
"CH"|No |"79600142"|"147324014"
"CL"|Yes|"79600145"|"147324020"
"CL"|Yes|"79600147"|"147324024"
"CH"|No |"79600147"|"147324025"
"CH"|Yes|"79600144"|"147324018"
"CL"|No |"79600144"|"147324019"
"CL-ML"|No |"79600143"|"147324017"
"ML"|No |"79600143"|"147324016"
"CL"|Yes|"79600143"|"147324015"
"CH"|No |"79600146"|"147324021"
"GC"|No |"79600146"|"147324022"
"CL"|Yes|"79600146"|"147324023"
"CL"|Yes|"79600148"|"147324026"
"CH"|No |"79600150"|"147324029"
"GC"|No |"79600150"|"147324030"
"CL"|Yes|"79600150"|"147324031"
"CH"|Yes|"79600149"|"147324027"
"GC"|No |"79600149"|"147324028"
"GC"|Yes|"79600151"|"147324032"
"CL"|Yes|"79600154"|"147324038"
"CH"|No |"79600154"|"147324039"
"CL"|Yes|"79600155"|"147324040"
"CH"|No |"79600155"|"147324041"
"CH"|Yes|"79600152"|"147324033"
"CL"|No |"79600152"|"147324034"
"CL"|No |"79600157"|"147324045"
"CH"|Yes|"79600157"|"147324044"
"CL"|Yes|"79600153"|"147324035"
"ML"|No |"79600153"|"147324036"
"CL-ML"|No |"79600153"|"147324037"
"CL"|Yes|"79600156"|"147324042"
"CL-ML"|No |"79600156"|"147324043"
"CL"|Yes|"79600160"|"147324051"
"CL"|Yes|"79600162"|"147324054"
"CH"|No |"79600162"|"147324055"
"GC"|No |"79600162"|"147324056"
"CL"|Yes|"79600158"|"147324046"
"ML"|No |"79600158"|"147324047"
"CL-ML"|No |"79600158"|"147324048"
"CL"|Yes|"79600161"|"147324052"
"CH"|No |"79600161"|"147324053"
"CH"|Yes|"79600159"|"147324049"
"GC"|No |"79600159"|"147324050"
"CH"|Yes|"79600164"|"147324058"
"GC"|No |"79600164"|"147324059"
"GC"|Yes|"79600166"|"147324063"
"CL"|Yes|"79600163"|"147324057"
