"not used"|"26660888"|"18780276"
"not used"|"26660891"|"18780277"
"not used"|"26660894"|"18780278"
"not used"|"26660899"|"18780279"
"not used"|"26660901"|"18780280"
"not used"|"26660903"|"18780281"
"not used"|"26660907"|"18780282"
"not used"|"26660909"|"18780283"
"not used"|"26660925"|"18780288"
"not used"|"26660932"|"18780289"
"not used"|"26660936"|"18780290"
"not used"|"26660945"|"18780292"
"not used"|"26660948"|"18780293"
"not used"|"26660950"|"18780294"
"not used"|"26660956"|"18780295"
"not used"|"26660958"|"18780296"
"not used"|"26660959"|"18780297"
"not used"|"26661248"|"18780366"
"not used"|"26660966"|"18780298"
"not used"|"26660971"|"18780299"
"not used"|"26660977"|"18780300"
"not used"|"26660981"|"18780301"
"shallow"|"26660988"|"18780302"
"not used"|"26660994"|"18780303"
"not used"|"26660997"|"18780304"
"not used"|"26661004"|"18780305"
"not used"|"26661008"|"18780306"
"not used"|"26661012"|"18780307"
"not used"|"26661016"|"18780308"
"not used"|"26661036"|"18780309"
"not used"|"26661039"|"18780310"
"not used"|"26661041"|"18780311"
"not used"|"26661046"|"18780312"
"not used"|"26661047"|"18780313"
"not used"|"26661050"|"18780314"
"not used"|"26661251"|"18780367"
"not used"|"26661254"|"18780368"
"not used"|"26661054"|"18780315"
"not used"|"26661056"|"18780316"
"not used"|"26661057"|"18780317"
"not used"|"26661060"|"18780318"
"not used"|"26661064"|"18780319"
"not used"|"26661069"|"18780320"
"not used"|"26661072"|"18780321"
"not used"|"26661074"|"18780322"
"not used"|"26661076"|"18780323"
"not used"|"26661080"|"18780324"
"not used"|"26661081"|"18780325"
"not used"|"26661084"|"18780326"
"not used"|"26661085"|"18780327"
"not used"|"26661088"|"18780328"
"not used"|"26661089"|"18780329"
"shallow"|"26661097"|"18780331"
"not used"|"26661098"|"18780332"
"not used"|"26661099"|"18780333"
"not used"|"26661106"|"18780334"
"not used"|"26661110"|"18780335"
"not used"|"26661113"|"18780336"
"not used"|"26661118"|"18780337"
"not used"|"26661122"|"18780338"
"not used"|"26661124"|"18780339"
"not used"|"26661127"|"18780340"
"shallow"|"26661134"|"18780341"
"not used"|"26661135"|"18780342"
"not used"|"26661138"|"18780343"
"not used"|"26661141"|"18780344"
"not used"|"26661144"|"18780345"
"not used"|"26661160"|"18780346"
"not used"|"26661162"|"18780347"
"not used"|"26661181"|"18780350"
"not used"|"26661196"|"18780352"
"not used"|"26661197"|"18780353"
"not used"|"26661199"|"18780354"
"not used"|"26661200"|"18780355"
"not used"|"26661201"|"18780356"
"not used"|"26661203"|"18780391"
"not used"|"26661204"|"18780357"
"not used"|"26661214"|"18780359"
"not used"|"26661217"|"18780360"
"not used"|"26661218"|"18780361"
"not used"|"26661221"|"18780362"
"not used"|"26661222"|"18780363"
"not used"|"26661225"|"18780364"
"not used"|"26661226"|"18780365"
"not used"|"26661212"|"18780358"
"not used"|"26660939"|"18780291"
"not used"|"26660910"|"18780284"
"not used"|"26660911"|"18780285"
"not used"|"26660917"|"18780286"
"not used"|"26660918"|"18780287"
"not used"|"26661092"|"18780330"
"not used"|"26661175"|"18780348"
"not used"|"26661178"|"18780349"
"shallow"|"26661188"|"18780351"
"not used"|"26661227"|"18780390"
"not used"|"26661228"|"18780389"
"not used"|"26661318"|"18780386"
"not used"|"26661257"|"18780397"
"not used"|"26661258"|"18780396"
"not used"|"26661259"|"18780395"
"not used"|"26661263"|"18780388"
"not used"|"26661264"|"18780387"
"not used"|"26661320"|"18780378"
"not used"|"26661321"|"18780379"
"not used"|"26661267"|"18780369"
"not used"|"26661333"|"18780384"
"not used"|"26661334"|"18780385"
"not used"|"26661270"|"18780400"
"not used"|"26661272"|"18780370"
"not used"|"26661273"|"18780371"
"not used"|"26661336"|"18780393"
"not used"|"26661337"|"18780392"
"not used"|"26661278"|"18780372"
"not used"|"26661281"|"18780394"
"not used"|"26661328"|"18780382"
"not used"|"26661284"|"18780373"
"not used"|"26661286"|"18780374"
"not used"|"26661326"|"18780381"
"not used"|"26661289"|"18780375"
"not used"|"26661323"|"18780380"
"not used"|"26661300"|"18780376"
"not used"|"26661313"|"18780377"
"not used"|"26661310"|"18780399"
"not used"|"26661311"|"18780398"
"not used"|"26661330"|"18780383"
