"t"|"79599812"|"34858962"
"t"|"79599815"|"34858963"
"k"|"79599819"|"34858967"
"t"|"79599819"|"34858968"
"t"|"79599821"|"34858969"
"k"|"79599818"|"34858965"
"t"|"79599818"|"34858966"
"k"|"79599816"|"34858964"
"t"|"79599827"|"34858975"
"t"|"79599825"|"34858972"
"t"|"79599824"|"34858971"
"k"|"79599826"|"34858973"
"t"|"79599826"|"34858974"
"t"|"79599822"|"34858970"
"t"|"79599832"|"34858977"
"t"|"79599829"|"34858976"
"k"|"79599836"|"34858979"
"t"|"79599836"|"34858980"
"t"|"79599838"|"34858983"
"k"|"79599837"|"34858981"
"t"|"79599837"|"34858982"
"k"|"79599833"|"34858978"
"t"|"79599842"|"34858985"
"t"|"79599843"|"34858986"
"t"|"79599840"|"34858984"
"t"|"79599847"|"34858987"
"t"|"79599851"|"34858989"
"t"|"79599850"|"34858988"
"t"|"79599852"|"34858990"
"t"|"79599854"|"34858991"
"t"|"79599855"|"34858992"
"g"|"79599859"|"34858993"
"e"|"79599860"|"34858994"
"g"|"79599862"|"34858995"
"r"|"79599863"|"34858996"
"k"|"79599867"|"34859000"
"ss"|"79599865"|"34858998"
"ss"|"79599864"|"34858997"
"k"|"79599866"|"34858999"
"t"|"79599874"|"34859004"
"t"|"79599875"|"34859005"
"k"|"79599875"|"34859006"
"k"|"79599869"|"34859001"
"k"|"79599870"|"34859002"
"k"|"79599871"|"34859003"
"k"|"79599876"|"34859007"
"k"|"79599877"|"34859008"
"y"|"79599877"|"34859009"
"ss"|"79599878"|"34859010"
"w"|"79599881"|"34859012"
"p"|"79599882"|"34859013"
"y"|"79599884"|"34859015"
"k"|"79599884"|"34859016"
"p"|"79599883"|"34859014"
"r"|"79599880"|"34859011"
"k"|"79599885"|"34859017"
"k"|"79599886"|"34859018"
"k"|"79599887"|"34859019"
"t"|"79599890"|"34859020"
"t"|"79599891"|"34859021"
"k"|"79599891"|"34859022"
"p"|"79599894"|"34859026"
"k"|"79599893"|"34859024"
"y"|"79599893"|"34859025"
"r"|"79599892"|"34859023"
"r"|"79599895"|"34859027"
"k"|"79599896"|"34859028"
"y"|"79599896"|"34859029"
"p"|"79599897"|"34859030"
"t"|"79599898"|"34859031"
"n"|"79599898"|"34859032"
"z"|"79599900"|"34859033"
"y"|"79599900"|"34859034"
"k"|"79599900"|"34859035"
"t"|"79599900"|"34859036"
"n"|"79599900"|"34859037"
"z"|"79599901"|"34859038"
"y"|"79599901"|"34859039"
"k"|"79599901"|"34859040"
"n"|"79599901"|"34859041"
"g"|"79601337"|"34859726"
"k"|"79600947"|"34859540"
"k"|"79600948"|"34859541"
"p"|"79600946"|"34859539"
"t"|"79600943"|"34859536"
"t"|"79600944"|"34859537"
"t"|"79600945"|"34859538"
"t"|"79599903"|"34859042"
"t"|"79599904"|"34859043"
"k"|"79599904"|"34859044"
"n"|"79599904"|"34859045"
"t"|"79599905"|"34859046"
"k"|"79599905"|"34859047"
"n"|"79599905"|"34859048"
"z"|"79599905"|"34859049"
"t"|"79599911"|"34859053"
"t"|"79599912"|"34859054"
"k"|"79599912"|"34859055"
"k"|"79599906"|"34859050"
"k"|"79599907"|"34859051"
"k"|"79599908"|"34859052"
"k"|"79599913"|"34859056"
"y"|"79599914"|"34859058"
"k"|"79599914"|"34859057"
"ss"|"79599915"|"34859059"
"k"|"79599923"|"34859065"
"t"|"79599919"|"34859060"
"t"|"79599920"|"34859061"
"k"|"79599920"|"34859062"
"k"|"79599921"|"34859063"
"k"|"79599922"|"34859064"
"k"|"79599924"|"34859066"
"k"|"79599925"|"34859067"
"y"|"79599925"|"34859068"
"ss"|"79599926"|"34859069"
"k"|"79599934"|"34859075"
"k"|"79599928"|"34859070"
"k"|"79599929"|"34859071"
"t"|"79599932"|"34859072"
"t"|"79599933"|"34859073"
"k"|"79599933"|"34859074"
"t"|"79599988"|"34859090"
"t"|"79599989"|"34859091"
"k"|"79599989"|"34859092"
"k"|"79599983"|"34859087"
"k"|"79599984"|"34859088"
"k"|"79599985"|"34859089"
"r"|"79599990"|"34859093"
"k"|"79599991"|"34859094"
"y"|"79599991"|"34859095"
"p"|"79599992"|"34859096"
"t"|"79599996"|"34859099"
"t"|"79599997"|"34859100"
"t"|"79599993"|"34859097"
"t"|"79599998"|"34859101"
"p"|"79599994"|"34859098"
"r"|"79599999"|"34859102"
"k"|"79600000"|"34859103"
"y"|"79600000"|"34859104"
"p"|"79600001"|"34859105"
"t"|"79600007"|"34859109"
"t"|"79600008"|"34859110"
"k"|"79600008"|"34859111"
"k"|"79600003"|"34859107"
"k"|"79600004"|"34859108"
"k"|"79600002"|"34859106"
"t"|"79600014"|"34859116"
